Givenname,Surname,Streetaddress,City,Zipcode,Country,CountryCode,NationalId,TelephoneCountryCode,Telephone,Birthday,ConsentToContact
Andrew,Pratt,Rivas Garden 553,West Thomas,85376,Danmark,DK,19990313-5308,+45,001-929-922-8256x29089,1999-03-13,True
Nils,Wiberg,Bäckstigen 14,Gävle,58473,Sverige,SE,19560206-3153,+46,0949-26 37 87,1956-02-06,True
Odd,Christensen,Strømengen 6A,Berntsen,7491,Norge,NO,19630214-5524,+47,992 77 297,1963-02-14,True
Lisa,Jonasson,Idrottsstigen 32,Borlänge,72313,Sverige,SE,19860219-1227,+46,+46 (0)8 448 120 51,1986-02-19,True
Carl,Johansson,Strandvägen 37,Lidköping,91025,Sverige,SE,19930815-3036,+46,0710-935 72,1993-08-15,True
Sven,Lind,Parkgränd 8,Umeå,23957,Sverige,SE,19990702-6717,+46,+46 (0)862 140 51,1999-07-02,True
Juulia,Kukkonen,Yllästunturinpolku 151,Parainen,62524,Finland,FI,19781127-586U,+358,086 712 0686,1978-11-27,True
Bengt,Ahlqvist,Åkervägen 45,Trollhättan,79906,Sverige,SE,19891202-4446,+46,+46 (0)22 37 75 66,1989-12-02,True
Vilde,Ødegård,Næssstien 08,Ahmed,1395,Norge,NO,19580126-5779,+47,49463103,1958-01-26,True
Jason,Marshall,Bender Via 85083,North Rebekah,30387,Danmark,DK,19641127-5366,+45,662-479-1050x411,1964-11-27,True
Mats,Claesson,Strandstigen 87,Helsingborg,63670,Sverige,SE,19881027-5677,+46,08-90 57 59,1988-10-27,True
Monica,Martinsen,Hansenstykket 821,Helgeø,0316,Norge,NO,19750123-7735,+47,+4752679080,1975-01-23,True
Majvor,Pettersson,Strandtorget 0,Landskrona,36950,Sverige,SE,19730703-8284,+46,0615-73 02 61,1973-07-03,True
Marko,Olsson,Bäckvägen 21,Linköping,45912,Sverige,SE,19530309-4249,+46,0740-790 60,1953-03-09,True
Kaitlin,Ross,Lewis Prairie 26094,Suzanneton,06661,Danmark,DK,19560420-0652,+45,540.304.2071,1956-04-20,True
Patrik,Johansson,Villavägen 88,Trollhättan,99815,Sverige,SE,19870630-6353,+46,+46 (0)8 691 679 67,1987-06-30,True
David,Jansson,Skogsgatan 7,Kristianstad,48965,Sverige,SE,19600206-1156,+46,022-98 01 84,1960-02-06,True
Diane,Barr,Kirby Orchard 97568,Cookstad,51038,Danmark,DK,19761105-8576,+45,+1-549-317-4849x1311,1976-11-05,True
Ingemar,Andersson,Åkertorget 0,Uppsala,24581,Sverige,SE,19430915-7875,+46,+46 (0)256 762 43,1943-09-15,True
Adrian,Pettersson,Storgatan 4,Gävle,23053,Sverige,SE,19430603-9647,+46,+46 (0)43 65 11 98,1943-06-03,True
Erik,Stenlund,Skolstigen 6,Örebro,29466,Sverige,SE,19590101-3479,+46,08-519 876 65,1959-01-01,True
Kristian,Iversen,Haugenkroken 4,Kjerstiborg,2989,Norge,NO,19781230-3418,+47,84 85 20 96,1978-12-30,True
Megan,Ponce,Sanders Trafficway 9445,Patrickmouth,21780,Danmark,DK,19870111-6020,+45,(480)780-9742x944,1987-01-11,True
Felix,Nilsson,Storvägen 55,Ängelholm,47123,Sverige,SE,19450719-0629,+46,08-665 07 50,1945-07-19,True
Tammy,Rangel,Samantha Underpass 78198,Austinfort,64483,Danmark,DK,19511030-6622,+45,366.673.6737x02682,1951-10-30,True
Eva,Martinsson,Granvägen 2,Lund,25785,Sverige,SE,19801004-3335,+46,+46 (0)44 34 90 98,1980-10-04,True
Christina,Ottosson,Björkgatan 9,Kalmar,91135,Sverige,SE,19611006-4971,+46,+46 (0)8 228 351 38,1961-10-06,True
Ingegerd,Larsson,Villagatan 05,Växjö,94130,Sverige,SE,19400512-1513,+46,057-367 83 36,1940-05-12,True
Lars,Larsson,Kyrkovägen 6,Norrköping,10970,Sverige,SE,19921224-8221,+46,+46 (0)928 182 18,1992-12-24,True
Gun-Britt,Roth,Skolvägen 1,Södertälje,66455,Sverige,SE,19980303-2471,+46,+46 (0)21 91 84 74,1998-03-03,True
Camilla,Evensen,Jakobsentunet 667,Nygård,9265,Norge,NO,19440808-1212,+47,91654376,1944-08-08,True
Espen,Bøe,Amundsenskrenten 03,Vildevik,6306,Norge,NO,20001226-2487,+47,91219447,2000-12-26,True
Malin,Lund,Eliassenlunden 96,Oleby,2843,Norge,NO,19711107-8580,+47,945 57 859,1971-11-07,True
Emilia,Andreasson,Storgatan 03,Uddevalla,70670,Sverige,SE,19931122-3433,+46,0012-037 17,1993-11-22,True
John,Howe,Mark Isle 383,South Jennifer,86005,Danmark,DK,19760113-0592,+45,+1-546-306-9495,1976-01-13,True
Cristina,Claesson,Skolvägen 4,Växjö,69486,Sverige,SE,19610417-6998,+46,076-724 84 35,1961-04-17,True
Carina,Lundgren,Fabriksvägen 025,Umeå,71830,Sverige,SE,19520830-8600,+46,+46 (0)09 56 53 22,1952-08-30,True
Sebastian,Ødegård,Eidealléen 573,Alfstrøm,4698,Norge,NO,19450619-7982,+47,23839008,1945-06-19,True
Birgitta,Eriksson,Industrigränd 11,Eskilstuna,57978,Sverige,SE,19970614-0876,+46,0910-11 13 63,1997-06-14,True
Michelle,Christensen,Jones Lakes 84572,South Kristina,46644,Finland,DK,19650609-7867,+45,440.332.7960,1965-06-09,True
Ronald,Vaughan,Craig Mill 030,Gomezstad,83918,Danmark,DK,19990202-6769,+45,(622)745-6897x7681,1999-02-02,True
Andreas,Lien,Jenssenbråten 47,Iversen,6873,Norge,NO,19790609-3375,+47,492 10 493,1979-06-09,True
Sonja,Ahmed,Nystigen 68,Sundsvall,48412,Sverige,SE,19560616-3452,+46,083-665 43 02,1956-06-16,True
Felicia,Jönsson,Nygatan 596,Stockholm,82020,Sverige,SE,19920212-9159,+46,08-221 44 48,1992-02-12,True
Vegard,Sørensen,Jakobsenkollen 9,Birkeland,9155,Norge,NO,19430105-2772,+47,16 18 42 95,1943-01-05,True
Cynthia,Rubio,Dennis Path 501,South Sheilaland,78860,Danmark,DK,19961016-9803,+45,+1-513-894-4888x10096,1996-10-16,True
Robert,Howard,Nguyen Ferry 54330,Port James,71799,Danmark,DK,19530107-1352,+45,9054289382,1953-01-07,True
Lori,Smith,Sherry Ford 3290,Warrenburgh,61725,Danmark,DK,19900407-9536,+45,001-741-552-6355,1990-04-07,True
Emma,Mohammed,Industritorget 662,Växjö,20930,Sverige,SE,19520212-6782,+46,08-516 061 05,1952-02-12,True
Finn,Myhre,Johansenplassen 1,Håvardsjøen,5712,Norge,NO,19901102-1497,+47,+47 77 78 21 73,1990-11-02,False
Wilhelm,Hägg,Skolgatan 4,Malmö,95141,Sverige,SE,19420607-3615,+46,0141-80 84 06,1942-06-07,True
Birgitta,Westerlund,Furugränd 78,Landskrona,67504,Sverige,SE,19760331-2901,+46,08-979 613 99,1976-03-31,True
Katarina,Eriksson,Åkergränd 2,Sundsvall,31509,Sverige,SE,19500523-7512,+46,050-35 29 62,1950-05-23,True
Torbjørn,Johansen,Andresentjernet 726,Mettevær,7697,Norge,NO,20000903-4621,+47,+4771096667,2000-09-03,True
Zachary,Smith,Emily Street 4151,North Johnborough,01529,Danmark,DK,19720905-9049,+45,+1-777-840-9929,1972-09-05,True
Marjatta,Johansson,Böstaksenkatu 26,Luhanka,57381,Finland,FI,19950103-0388,+358,+358 879604161,1995-01-03,True
Andreas,Lindqvist,Grangatan 72,Helsingborg,86296,Sverige,SE,19650226-4679,+46,+46 (0)8 117 481 09,1965-02-26,True
Henrik,Andersson,Trädgårdstorget 921,Malmö,54043,Sverige,SE,19900717-6894,+46,095-331 27 96,1990-07-17,True
Birgitta,Blomqvist,Granvägen 4,Kristianstad,97025,Sverige,SE,19670417-2052,+46,08-09 72 02,1967-04-17,True
Margareta,Gustafsson,Idrottstorget 719,Eskilstuna,94345,Sverige,SE,19591211-5463,+46,0520-62 69 43,1959-12-11,True
Andreas,Andersson,Villavägen 26,Göteborg,49093,Sverige,SE,19430314-2957,+46,086-64 46 34,1943-03-14,True
Kjell,Johansson,Parkgatan 34,Uppsala,45825,Sverige,SE,19590114-2135,+46,08-906 56 44,1959-01-14,True
Johnny,Rivas,Justin Stream 192,Stephaniefort,90877,Danmark,DK,19671231-4501,+45,(474)719-2204,1967-12-31,True
Johan,Bengtsson,Nygatan 1,Göteborg,21046,Sverige,SE,19600315-0108,+46,08-767 60 30,1960-03-15,True
Rut,Berggren,Strandgatan 21,Kristianstad,59360,Sverige,SE,19890617-6439,+46,012-64 63 82,1989-06-17,True
Kalevi,Hänninen,Gustav Pauligin bulevardi 6,Evijärvi,12196,Finland,FI,19750126-7842,+358,+358 60 0074801,1975-01-26,True
Erik,Olsen,Jakobsentjernet 570,Bøe,7046,Norge,NO,19981208-6570,+47,+47 28 33 95 24,1998-12-08,True
Jason,Cox,Shaw Hills 71612,North Mariafort,09336,Danmark,DK,19400617-0105,+45,+1-880-322-7118,1940-06-17,True
Ida,Edström,Ektorget 07,Malmö,65098,Sverige,SE,19770216-5740,+46,0172-258 74,1977-02-16,True
Terje,Lund,Birkelandberget 33D,Ivarsand,4106,Norge,NO,19940428-3692,+47,72926288,1994-04-28,True
Jasmine,Lindblom,Järnvägsgatan 2,Sundsvall,94747,Sverige,SE,19640412-9484,+46,+46 (0)95 83 79 63,1964-04-12,True
Tilde,Johansson,Strandgatan 349,Borlänge,28285,Sverige,SE,19770429-9592,+46,039-35 53 57,1977-04-29,True
Hans,Axelsson,Villagränd 847,Varberg,86218,Sverige,SE,19420925-6483,+46,022-129 71 01,1942-09-25,True
Anna,Sandström,Grangatan 9,Uddevalla,76571,Sverige,SE,19470331-8816,+46,08-596 28 02,1947-03-31,True
Camilla,Mikkelsen,Berntsenlyngen 921,Jacobsen,3988,Norge,NO,19960909-1251,+47,949 34 107,1996-09-09,True
Marja-Leena,Mattsson,Gotlanninkatu 3,Mänttä-Vilppula,41621,Finland,FI,19900421-275C,+358,+358 597429172,1990-04-21,True
Andreas,Eide,Johnsenbakken 891,Ingridborg,1128,Norge,NO,19451201-5347,+47,46283048,1945-12-01,True
Heikki,Salomaa,Yrjö-Koskisen katu 5,Lappeenranta,68066,Finland,FI,19700921-115P,+358,+358095661546,1970-09-21,True
Gerd,Palm,Strandvägen 7,Alingsås,25870,Sverige,SE,19470609-7351,+46,+46 (0)47 13 20 84,1947-06-09,True
Peter,Ingvarsson,Kyrkvägen 0,Jönköping,83938,Sverige,SE,19850921-0876,+46,+46 (0)57 54 16 68,1985-09-21,True
Steinar,Nguyen,Christensenstien 57A,Kjerstifoss,8393,Norge,NO,19920531-6897,+47,73566890,1992-05-31,True
Eli,Bakke,Johnsenbråten 61H,Anitaø,9751,Norge,NO,19450726-7946,+47,26931465,1945-07-26,True
Bror,Nilsson,Asptorget 311,Varberg,89231,Sverige,SE,19541219-2002,+46,+46 (0)059 038 52,1954-12-19,True
Malva,Lindberg,Stationsgränd 1,Lund,34554,Sverige,SE,19711222-5820,+46,08-625 20 87,1971-12-22,True
Erik,Nordberg,Kvarntorget 0,Lund,73036,Sverige,SE,19890521-0576,+46,+46 (0)8 418 838 95,1989-05-21,True
Robert,Murphy,Deborah Pines 61140,Hawkinsmouth,23168,Danmark,DK,19511004-4230,+45,5689376059,1951-10-04,True
Caroline,Nilsson,Furugatan 4,Skövde,95783,Sverige,SE,19440726-3785,+46,08-214 45 58,1944-07-26,True
Elisabet,Malmström,Villastigen 8,Sundsvall,41798,Sverige,SE,19601130-1801,+46,074-43 05 89,1960-11-30,True
Louise,Eliasson,Skogsvägen 9,Göteborg,36824,Sverige,SE,19550401-9704,+46,08-371 74 61,1955-04-01,True
Ensio,Saari,Runoilijanpolku 90,Karijoki,63120,Finland,FI,19670722-698X,+358,0140609846,1967-07-22,True
Ingemar,Sandström,Åkertorget 9,Eskilstuna,56404,Sverige,SE,19610730-8505,+46,0497-413 26,1961-07-30,True
Tamara,Church,Powers Road 945,Fosterfort,09637,Danmark,DK,19900824-8985,+45,3587551960,1990-08-24,True
Christian,Fitzgerald,Mccullough Fields 100,Adambury,08008,Danmark,DK,19590423-3620,+45,961.247.8003,1959-04-23,True
Karin,Sandvik,Jensenskrenten 9,Kjerstisand,4508,Norge,NO,19591107-4400,+47,+4744347171,1959-11-07,True
Anna,Olsson,Skolvägen 7,Borlänge,92591,Sverige,SE,19850503-5225,+46,+46 (0)70 95 22 13,1985-05-03,True
Linda,Erlandsson,Åkertorget 761,Sundsvall,86468,Sverige,SE,19550423-7153,+46,08-928 23 27,1955-04-23,True
Pål,Mikkelsen,Myhremyra 4,Ødegård,7773,Norge,NO,19791202-3123,+47,432 22 402,1979-12-02,True
Charlott,Arvidsson,Industrigatan 030,Landskrona,99460,Sverige,SE,19441123-4268,+46,08-41 93 86,1944-11-23,True
Johnny,Lindström,Ängsvägen 44,Lidingö,18501,Sverige,SE,19860523-9037,+46,08-917 50 82,1986-05-23,True
Suzanne,Gustafsson,Granvägen 70,Gävle,26261,Sverige,SE,19950830-3358,+46,+46 (0)13 62 17 49,1995-08-30,True
Mari,Andersson,Björkvägen 585,Alingsås,43658,Sverige,SE,19900404-6099,+46,0711-116 40,1990-04-04,True
Tommy,Rønning,Solbergholtet 41,Adrianfjord,2133,Norge,NO,19420530-1731,+47,911 76 455,1942-05-30,True
Elisa,Josefsson,Åkervägen 28,Halmstad,50984,Sverige,SE,19510628-3913,+46,+46 (0)26 53 09 88,1951-06-28,True
Axel,Olsson,Ängsgatan 92,Lidingö,45520,Sverige,SE,19610311-2718,+46,067-338 74 79,1961-03-11,True
Sune,Skog,Bäckvägen 6,Skellefteå,87335,Sverige,SE,19620609-2375,+46,08-214 089 46,1962-06-09,True
Susan,Cain,Odonnell Extension 12514,Lake Stephen,31597,Danmark,DK,19870718-2049,+45,(923)676-0440,1987-07-18,True
Steven,Solomon,Jared Track 46962,Port Jessicaville,31343,Danmark,DK,19920228-6006,+45,+1-863-756-5177,1992-02-28,True
Juni,Svahn,Furugatan 111,Linköping,98493,Sverige,SE,19680722-9266,+46,+46 (0)48 66 00 44,1968-07-22,True
Kristiina,Laukkanen,Laajasalonbulevardi 6,Sotkamo,79525,Finland,FI,19670106-7157,+358,+358 941733887,1967-01-06,True
Thea,Lund,Moenskrenten 2C,Bakke,1499,Norge,NO,19720121-2121,+47,921 68 176,1972-01-21,True
Ellen,Knudsen,Bergspranget 92,Andresen,9101,Norge,NO,19910130-4561,+47,+47 32 02 39 70,1991-01-30,True
Marcus,Svensson,Stationsvägen 18,Göteborg,26123,Sverige,SE,19710802-2209,+46,+46 (0)8 411 267 94,1971-08-02,True
Kjersti,Eriksen,Lienvollen 4B,Næss,1436,Norge,NO,19650806-6581,+47,414 56 162,1965-08-06,True
Liv,Gundersen,Eliassentoppen 804,Hansmark,1535,Norge,NO,19750121-5526,+47,47840196,1975-01-21,True
Alexander,Johansson,Bäcktorget 692,Varberg,33515,Sverige,SE,19960225-7457,+46,058-452 53 86,1996-02-25,True
Ida,Paulsen,Amundsenrøa 44,Rønning,5170,Norge,NO,19590605-6250,+47,71 51 22 62,1959-06-05,True
Elisabeth,Sandgren,Industrivägen 668,Gävle,83529,Sverige,SE,19420322-0947,+46,+46 (0)434 220 21,1942-03-22,True
Anders,Söderberg,Järnvägstorget 38,Karlskrona,54439,Sverige,SE,19930414-6671,+46,+46 (0)772 202 46,1993-04-14,False
Emma,Eide,Ruudmoen 4,Nygård,2051,Norge,NO,19830608-6762,+47,04 23 59 01,1983-06-08,True
Päivi,Aaltonen,Osuuskunnanbulevardi 031,Mäntsälä,45737,Finland,FI,19690529-3869,+358,+358 46 4203120,1969-05-29,True
Anna,Fredriksen,Dahlskrenten 5F,Theafjord,2376,Norge,NO,19560620-0970,+47,95976581,1956-06-20,True
Maria,Thorén,Nystigen 103,Norrköping,84188,Sverige,SE,19680411-5590,+46,011-041 42 00,1968-04-11,True
Margareta,Strand,Parkvägen 9,Lidköping,62613,Sverige,SE,19570717-0618,+46,030-95 33 09,1957-07-17,True
Emil,Knudsen,Madsenmoen 2,Synnøveborg,8221,Norge,NO,19730207-1710,+47,412 86 537,1973-02-07,True
Christina,Olsson,Skolgatan 03,Borlänge,50647,Sverige,SE,19750506-0605,+46,0342-90 02 59,1975-05-06,True
Joan,Gray,Rhonda Estate 628,East Sharon,93344,Danmark,DK,19500130-5590,+45,(896)835-7140,1950-01-30,True
Amin,Edström,Ängsvägen 379,Skellefteå,86926,Sverige,SE,19570127-5232,+46,063-605 52 11,1957-01-27,True
Timothy,Yu,Harris Center 597,Stephenside,82062,Danmark,DK,19460622-2733,+45,650.436.5316,1946-06-22,True
Frode,Nilsen,Bøejordet 4,Bøe,7657,Norge,NO,19981024-5248,+47,981 96 499,1998-10-24,True
Isabelle,Jakobsson,Stationsvägen 564,Karlskoga,79338,Sverige,SE,19990125-9238,+46,+46 (0)88 74 83 44,1999-01-25,True
Tim,Andersson,Nytorget 0,Göteborg,67763,Sverige,SE,19480722-4831,+46,0326-89 67 79,1948-07-22,True
Ingemar,Olsson,Skogsgatan 21,Växjö,95944,Sverige,SE,19710102-1080,+46,08-579 597 42,1971-01-02,True
Raija,Juvonen,Vaakalinnuntie 402,Enontekiö,13254,Finland,FI,19690315-070L,+358,+358 14 2608789,1969-03-15,True
Aurora,Reinikainen,Santerlankuja 6,Varkaus,31513,Finland,FI,19990407-651C,+358,+358078795906,1999-04-07,True
Edvin,Nilsson,Storgatan 1,Östersund,59678,Sverige,SE,19540215-4002,+46,093-27 61 53,1954-02-15,True
John,Martinsen,Jensenringen 8,Antonsen,8783,Norge,NO,19880720-4221,+47,937 88 459,1988-07-20,True
Martine,Lie,Pedersenkroken 6,Lie,6501,Norge,NO,19470319-9473,+47,43987164,1947-03-19,True
Emma,Jakobsson,Nygatan 27,Sandviken,79951,Sverige,SE,19570317-5251,+46,+46 (0)24 53 80 70,1957-03-17,True
